Name,Symbol,Sector,Exchange,Country
Quantum-Si incorporated,QSI,Healthcare,NGM,United States
Quantum-Si incorporated,QSIAW,Healthcare,NGM,United States
Wisdomtree U.S. Smallcap Quality Growth Fund,QSML,,NGM,
First Trust NASDAQ-100-Technology Sector Index Fund,QTEC,,NGM,
"QT Imaging Holdings, Inc.",QTI,Healthcare,NMS,United States
Global X NASDAQ 100 Tail Risk ETF,QTR,,NGM,
Quanterix Corporation,QTRX,Healthcare,NGM,United States
Q32 Bio Inc.,QTTB,Healthcare,NGM,United States
Defiance Quantum ETF,QTUM,,NGM,
Quantum Computing Inc.,QUBT,Technology,NCM,United States
QuickLogic Corporation,QUIK,Technology,NCM,United States
uniQure N.V.,QURE,Healthcare,NMS,Netherlands
Alpha Architect U.S. Quantitative Value ETF,QVAL,,NGM,
"QXO, Inc.",QXO,Technology,NCM,United States
SGI Enhanced Nasdaq-100 ETF,QXQ,,NGM,
Global X NASDAQ 100 Covered Call ETF,QYLD,,NGM,
Global X NASDAQ 100 ESG Covered Call ETF,QYLE,,NGM,
Global X Nasdaq 100 Covered Call & Growth ETF,QYLG,,NGM,
"FreightCar America, Inc.",RAIL,Industrials,NMS,United States
Rand Capital Corporation,RAND,Financial Services,NCM,United States
"Rani Therapeutics Holdings, Inc.",RANI,Healthcare,NGM,United States
"Rapport Therapeutics, Inc.",RAPP,Healthcare,NGM,United States
"RAPT Therapeutics, Inc.",RAPT,Healthcare,NGM,United States
Ultragenyx Pharmaceutical Inc.,RARE,Healthcare,NMS,United States
"Rave Restaurant Group, Inc.",RAVE,Consumer Cyclical,NCM,United States
Raytech Holding Limited,RAY,Consumer Defensive,NCM,Hong Kong
Erayak Power Solution Group Inc.,RAYA,Industrials,NCM,China
Global X Solar ETF,RAYS,,NGM,
RBB Bancorp,RBB,Financial Services,NMS,United States
Ribbon Communications Inc.,RBBN,Communication Services,NMS,United States
"Republic Bancorp, Inc.",RBCAA,Financial Services,NMS,United States
"Rhinebeck Bancorp, Inc.",RBKB,Financial Services,NCM,United States
"Red Cat Holdings, Inc.",RCAT,Technology,NCM,United States
"AVITA Medical, Inc.",RCEL,Healthcare,NCM,United States
"Rocket Pharmaceuticals, Inc.",RCKT,Healthcare,NGM,United States
"Rocket Pharmaceuticals, Inc.",RCKTW,,NCM,
"Rocky Brands, Inc.",RCKY,Consumer Cyclical,NMS,United States
R1 RCM Inc.,RCM,Healthcare,NMS,United States
"RCM Technologies, Inc.",RCMT,Industrials,NGM,United States
"Recon Technology, Ltd.",RCON,Energy,NCM,China
"Recruiter.com Group, Inc.",RCRT,Industrials,NCM,United States
"Recruiter.com Group, Inc.",RCRTW,Industrials,NCM,United States
RADCOM Ltd.,RDCM,Communication Services,NCM,Israel
Redfin Corporation,RDFN,Real Estate,NMS,United States
RedHill Biopharma Ltd.,RDHL,Healthcare,NCM,Israel
"Reading International, Inc.",RDI,Communication Services,NCM,United States
"Reading International, Inc.",RDIB,Communication Services,NCM,United States
"RadNet, Inc.",RDNT,Healthcare,NGM,United States
"Radius Recycling, Inc.",RDUS,Basic Materials,NMS,United States
"Red Violet, Inc.",RDVT,Technology,NCM,United States
First Trust Rising Dividend Achievers ETF,RDVY,,NGM,
Radware Ltd.,RDWR,Technology,NMS,Israel
"Roadzen, Inc.",RDZN,Technology,NGM,United States
"Roadzen, Inc.",RDZNW,Technology,NCM,United States
Tidal ETF Trust - Intelligent Real Estate ETF,REAI,,NGM,
"The RealReal, Inc.",REAL,Consumer Cyclical,NMS,United States
The Real Brokerage Inc.,REAX,Real Estate,NCM,United States
"Reborn Coffee, Inc.",REBN,Consumer Cyclical,NCM,United States
Rectitude Holdings Ltd,RECT,Consumer Cyclical,NCM,Singapore
REE Automotive Ltd.,REE,Consumer Cyclical,NCM,Israel
"Chicago Atlantic Real Estate Finance, Inc.",REFI,Real Estate,NGM,United States
Research Frontiers Incorporated,REFR,Technology,NCM,United States
Regency Centers Corporation,REG,Real Estate,NMS,United States
Regency Centers Corporation,REGCO,Real Estate,NMS,United States
Regency Centers Corporation,REGCP,Real Estate,NMS,United States
"Regeneron Pharmaceuticals, Inc.",REGN,Healthcare,NMS,United States
ALPS Active REIT ETF,REIT,,NGM,
"Rekor Systems, Inc.",REKR,Technology,NCM,United States
"Reliance Global Group, Inc.",RELI,Financial Services,NCM,United States
"Reliance Global Group, Inc.",RELIW,Financial Services,NCM,United States
"Richardson Electronics, Ltd.",RELL,Technology,NMS,United States
"Remitly Global, Inc.",RELY,Technology,NMS,United States
Renovaro Inc.,RENB,Healthcare,NCM,United States
Cartesian Growth Corporation II,RENE,Financial Services,NGM,United States
Cartesian Growth Corporation II,RENEU,Financial Services,NGM,United States
Cartesian Growth Corporation II,RENEW,Financial Services,NGM,United States
"Rent the Runway, Inc.",RENT,Consumer Cyclical,NGM,United States
"Replimune Group, Inc.",REPL,Healthcare,NMS,United States
"ReTo Eco-Solutions, Inc.",RETO,Basic Materials,NCM,China
"Revelation Biosciences, Inc.",REVB,Healthcare,NCM,United States
"Revelation Biosciences, Inc.",REVBW,Healthcare,NCM,United States
Reynolds Consumer Products Inc.,REYN,Consumer Cyclical,NMS,United States
RF Acquisition Corp.,RFAC,Financial Services,NGM,Singapore
RF Acquisition Corp.,RFACR,,NGM,Singapore
RF Acquisition Corp.,RFACU,Financial Services,NGM,Singapore
RF Acquisition Corp.,RFACW,Financial Services,NGM,Singapore
RF Acquisition Corp II,RFAI,,NGM,
RF Acquisition Corp II,RFAIR,,NGM,
RF Acquisition Corp II,RFAIU,,NGM,
First Trust RiverFront Dynamic Developed International ETF,RFDI,,NGM,
First Trust RiverFront Dynamic Emerging Markets ETF,RFEM,,NGM,
First Trust RiverFront Dynamic Europe ETF,RFEU,,NGM,
"RF Industries, Ltd.",RFIL,Industrials,NGM,United States
Regencell Bioscience Holdings Limited,RGC,Healthcare,NCM,Hong Kong
"RGC Resources, Inc.",RGCO,Utilities,NGM,United States
Repligen Corporation,RGEN,Healthcare,NMS,United States
"The Real Good Food Company, Inc.",RGF,Consumer Defensive,NGM,United States
"Royal Gold, Inc.",RGLD,Basic Materials,NMS,United States
Regulus Therapeutics Inc.,RGLS,Healthcare,NCM,United States
REGENXBIO Inc.,RGNX,Healthcare,NMS,United States
"Resources Connection, Inc.",RGP,Industrials,NMS,United States
Regis Corporation,RGS,Consumer Cyclical,NGM,United States
"Rigetti Computing, Inc.",RGTI,Technology,NCM,United States
"Rigetti Computing, Inc.",RGTIW,Technology,NCM,United States
"RCI Hospitality Holdings, Inc.",RICK,Consumer Cyclical,NGM,United States
"Rigel Pharmaceuticals, Inc.",RIGL,Healthcare,NMS,United States
"B. Riley Financial, Inc.",RILY,Financial Services,NGM,United States
"B. Riley Financial, Inc. 5.00% Senior Notes due 2026",RILYG,,NGM,
"B. Riley Financial, Inc. 5.50% Senior Notes Due 2026",RILYK,,NGM,
"B. Riley Financial, Inc.",RILYL,Financial Services,NGM,United States
"B. Riley Financial, Inc. 6.375% Senior Notes due 2025",RILYM,,NGM,
,RILYN,,NGM,
"B. Riley Financial, Inc.",RILYP,Financial Services,NGM,United States
"B. Riley Financial, Inc. 6.00% Senior Notes Due 2028",RILYT,,NGM,
"B. Riley Financial, Inc. 5.25% Senior Notes due 2028",RILYZ,,NGM,
,RIME,,NGM,
iShares MSCI Global Gold Miners ETF,RING,,NGM,
"Riot Platforms, Inc.",RIOT,Financial Services,NCM,United States
Reitar Logtech Holdings Limited,RITR,Industrials,NCM,Hong Kong
"Rivian Automotive, Inc.",RIVN,Consumer Cyclical,NMS,United States
"Arcadia Biosciences, Inc.",RKDA,Consumer Defensive,NCM,United States
"Rocket Lab USA, Inc.",RKLB,Industrials,NCM,United States
"Relay Therapeutics, Inc.",RLAY,Healthcare,NGM,United States
"Relmada Therapeutics, Inc.",RLMD,Healthcare,NMS,United States
Rallybio Corporation,RLYB,Healthcare,NMS,United States
"Richmond Mutual Bancorporation, Inc.",RMBI,Financial Services,NCM,United States
"RumbleOn, Inc.",RMBL,Consumer Cyclical,NCM,United States
Rambus Inc.,RMBS,Technology,NMS,United States
"Rocky Mountain Chocolate Factory, Inc.",RMCF,Consumer Defensive,NGM,United States
Royalty Management Holding Corporation,RMCO,Financial Services,NCM,United States
Royalty Management Holding Corporation,RMCOW,Financial Services,NCM,United States
"Rimini Street, Inc.",RMNI,Technology,NGM,United States
The RMR Group Inc.,RMR,Real Estate,NCM,United States
"Rockwell Medical, Inc.",RMTI,Healthcare,NCM,United States
"Avidity Biosciences, Inc.",RNA,Healthcare,NGM,United States
"Cartesian Therapeutics, Inc.",RNAC,Healthcare,NGM,United States
"TransCode Therapeutics, Inc.",RNAZ,Healthcare,NCM,United States
First Trust Emerging Markets Equity Select ETF,RNEM,,NGM,
VanEck Green Infrastructure ETF,RNEW,,NGM,
Renalytix Plc,RNLX,Healthcare,NCM,United States
Global X Renewable Energy Producers ETF,RNRG,,NGM,
First Trust Small Cap US Equity Select ETF,RNSC,,NGM,
ReNew Energy Global Plc,RNW,Utilities,NMS,United Kingdom
ReNew Energy Global Plc,RNWWW,Utilities,NMS,United Kingdom
"RenovoRx, Inc.",RNXT,Healthcare,NCM,United States
"Construction Partners, Inc.",ROAD,Industrials,NMS,United States
First Trust Nasdaq Artificial Intelligence and Robotics ETF,ROBT,,NGM,
"Gibraltar Industries, Inc.",ROCK,Industrials,NMS,United States
Roth Ch Acquisition V Co.,ROCL,Financial Services,NGM,United States
Roth Ch Acquisition V Co.,ROCLU,Financial Services,NGM,United States
Roth Ch Acquisition V Co.,ROCLW,Financial Services,NGM,United States
Astoria US Equal Weight Quality Kings ETF,ROE,,NGM,
Retail Opportunity Investments Corp.,ROIC,Real Estate,NMS,United States
Roivant Sciences Ltd.,ROIV,Healthcare,NMS,United Kingdom
"Roku, Inc.",ROKU,Communication Services,NMS,United States
Roma Green Finance Limited,ROMA,Industrials,NCM,Hong Kong
"Root, Inc.",ROOT,Financial Services,NMS,United States
"Roper Technologies, Inc.",ROP,Technology,NMS,United States
"Ross Stores, Inc.",ROST,Consumer Cyclical,NMS,United States
Repay Holdings Corporation,RPAY,Technology,NCM,United States
"Rapid7, Inc.",RPD,Technology,NGM,United States
"Reneo Pharmaceuticals, Inc.",RPHM,Healthcare,NGM,United States
"Rapid Micro Biosystems, Inc.",RPID,Healthcare,NCM,United States
Royalty Pharma plc,RPRX,Healthcare,NMS,United States
Repare Therapeutics Inc.,RPTX,Healthcare,NMS,Canada
Richtech Robotics Inc.,RR,Industrials,NCM,United States
"Red River Bancshares, Inc.",RRBI,Financial Services,NMS,United States
"Red Robin Gourmet Burgers, Inc.",RRGB,Consumer Cyclical,NMS,United States
"Red Rock Resorts, Inc.",RRR,Consumer Cyclical,NMS,United States
ReShape Lifesciences Inc.,RSLS,Healthcare,NCM,United States
"Research Solutions, Inc.",RSSS,Technology,NCM,United States
"Reservoir Media, Inc.",RSVR,Communication Services,NGM,United States
"Reservoir Media, Inc.",RSVRW,Communication Services,NGM,United States
Baijiayun Group Ltd,RTC,Technology,NGM,China
VanEck Retail ETF,RTH,,NGM,
Rumble Inc.,RUM,Technology,NGM,United States
Rumble Inc.,RUMBW,Technology,NGM,United States
Sunrun Inc.,RUN,Technology,NMS,United States
Running Oak Efficient Growth ETF,RUNN,,NGM,
"Rush Enterprises, Inc.",RUSHA,Consumer Cyclical,NMS,United States
"Rush Enterprises, Inc.",RUSHB,Consumer Cyclical,NMS,United States
"Revolution Medicines, Inc.",RVMD,Healthcare,NMS,United States
"Revolution Medicines, Inc.",RVMDW,Healthcare,NMS,United States
"Revance Therapeutics, Inc.",RVNC,Healthcare,NGM,United States
"Reviva Pharmaceuticals Holdings, Inc.",RVPH,Healthcare,NCM,United States
"Reviva Pharmaceuticals Holdings, Inc.",RVPHW,Healthcare,NCM,United States
"Riverview Bancorp, Inc.",RVSB,Financial Services,NMS,United States
Rail Vision Ltd.,RVSN,Industrials,NCM,Israel
Rail Vision Ltd.,RVSNW,Industrials,NCM,Israel
Ryvyl Inc.,RVYL,Technology,NCM,United States
Runway Growth Finance Corp.,RWAY,Financial Services,NMS,United States
,RWAYL,,NMS,
Runway Growth Finance Corp. 8.00% Notes due 2027,RWAYZ,,NMS,
"Recursion Pharmaceuticals, Inc.",RXRX,Healthcare,NMS,United States
"RxSight, Inc.",RXST,Healthcare,NGM,United States
"Rackspace Technology, Inc.",RXT,Technology,NMS,United States
Ryanair Holdings plc,RYAAY,Industrials,NMS,Ireland
"Rhythm Pharmaceuticals, Inc.",RYTM,Healthcare,NGM,United States
"Rezolute, Inc.",RZLT,Healthcare,NCM,United States
Rezolve AI Limited,RZLV,Technology,NGM,United Kingdom
Rezolve AI Limited,RZLVW,Technology,NCM,United Kingdom
Sabre Corporation,SABR,Technology,NMS,United States
"SAB Biotherapeutics, Inc.",SABS,Healthcare,NCM,United States
"SAB Biotherapeutics, Inc.",SABSW,Healthcare,NCM,United States
"Safety Insurance Group, Inc.",SAFT,Financial Services,NMS,United States
"Sage Therapeutics, Inc.",SAGE,Healthcare,NGM,United States
SAI.TECH Global Corporation,SAI,Financial Services,NCM,Singapore
"Saia, Inc.",SAIA,Industrials,NMS,United States
Science Applications International Corporation,SAIC,Technology,NMS,United States
SAI.TECH Global Corporation,SAITW,Financial Services,NCM,Singapore
Silvercrest Asset Management Group Inc.,SAMG,Financial Services,NGM,United States
"Sana Biotechnology, Inc.",SANA,Healthcare,NMS,United States
Sangoma Technologies Corporation,SANG,Technology,NMS,Canada
Sanmina Corporation,SANM,Technology,NMS,United States
S&W Seed Company,SANW,Consumer Defensive,NCM,United States
Tradr 2X Short Innovation Daily ETF,SARK,,NGM,
"Sandy Spring Bancorp, Inc.",SASR,Financial Services,NMS,United States
Satellogic Inc.,SATL,Industrials,NCM,Uruguay
Satellogic Inc.,SATLW,Industrials,NCM,Uruguay
EchoStar Corporation,SATS,Technology,NMS,United States
"Cassava Sciences, Inc.",SAVA,Healthcare,NCM,United States
SBA Communications Corporation,SBAC,Real Estate,NMS,United States
Seacoast Banking Corporation of Florida,SBCF,Financial Services,NMS,United States
"SharpLink Gaming, Inc.",SBET,Consumer Cyclical,NCM,United States
"SB Financial Group, Inc.",SBFG,Financial Services,NCM,United States
"Sunshine Biopharma, Inc.",SBFM,Healthcare,NCM,United States
"Sunshine Biopharma, Inc.",SBFMW,Healthcare,NCM,United States
"Sinclair, Inc.",SBGI,Communication Services,NMS,United States
Star Bulk Carriers Corp.,SBLK,Industrials,NMS,Greece
"Sabra Health Care REIT, Inc.",SBRA,Real Estate,NMS,United States
"Southside Bancshares, Inc.",SBSI,Financial Services,NMS,United States
"Sterling Bancorp, Inc. (Southfield, MI)",SBT,Financial Services,NCM,United States
Starbucks Corporation,SBUX,Consumer Cyclical,NMS,United States
JPMorgan Fundamental Data Science Small Core ETF,SCDS,,NGM,
Scholastic Corporation,SCHL,Communication Services,NMS,United States
"Socket Mobile, Inc.",SCKT,Technology,NCM,United States
Scilex Holding Company,SCLX,Healthcare,NCM,United States
Scilex Holding Company,SCLXW,Healthcare,NCM,United States
Scinai Immunotherapeutics Ltd.,SCNI,Healthcare,NCM,Israel
"comScore, Inc.",SCOR,Communication Services,NMS,United States
scPharmaceuticals Inc.,SCPH,Healthcare,NMS,United States
"ScanSource, Inc.",SCSC,Technology,NMS,United States
"Shoe Carnival, Inc.",SCVL,Consumer Cyclical,NMS,United States
374Water Inc.,SCWO,Industrials,NCM,United States
SecureWorks Corp.,SCWX,Technology,NMS,United States
"SCYNEXIS, Inc.",SCYX,Healthcare,NGM,United States
iShares MSCI EAFE Small-Cap ETF,SCZ,,NGM,
SunCar Technology Group Inc.,SDA,Consumer Cyclical,NCM,China
SunCar Technology Group Inc.,SDAWW,,NCM,
iShares MSCI Global Sustainable Development Goals ETF,SDG,,NGM,
"Schrödinger, Inc.",SDGR,Healthcare,NMS,United States
"Stronghold Digital Mining, Inc.",SDIG,Financial Services,NGM,United States
Sadot Group Inc.,SDOT,Consumer Defensive,NCM,United States
American Century Short Duration Strategic Income ETF,SDSI,,NGM,
Stardust Power Inc.,SDST,Industrials,NGM,United States
Stardust Power Inc.,SDSTW,Industrials,NGM,United States
First Trust SMID Cap Rising Dividend Achievers ETF,SDVY,,NGM,
Vivid Seats Inc.,SEAT,Communication Services,NMS,United States
Vivid Seats Inc.,SEATW,Communication Services,NMS,United States
"SolarEdge Technologies, Inc.",SEDG,Technology,NMS,Israel
Origin Agritech Limited,SEED,Basic Materials,NCM,China
"Seelos Therapeutics, Inc.",SEEL,Healthcare,NCM,United States
"Seer, Inc.",SEER,Healthcare,NMS,United States
SEI Investments Company,SEIC,Financial Services,NMS,United States
"Global Self Storage, Inc.",SELF,Real Estate,NCM,United States
Semilux International Ltd.,SELX,Technology,NCM,Taiwan
Seneca Foods Corporation,SENEA,Consumer Defensive,NMS,United States
Seneca Foods Corporation,SENEB,Consumer Defensive,NMS,United States
"Sera Prognostics, Inc.",SERA,Healthcare,NGM,United States
Serve Robotics Inc.,SERV,Industrials,NCM,United States
Sprott Energy Transition Materials ETF,SETM,,NGM,
Seven Hills Realty Trust,SEVN,Real Estate,NCM,United States
Sezzle Inc.,SEZL,Financial Services,NCM,United States
"Sound Financial Bancorp, Inc.",SFBC,Financial Services,NCM,United States
"Stitch Fix, Inc.",SFIX,Consumer Cyclical,NMS,United States
Victoryshares Small Cap Free Cash Flow ETF,SFLO,,NGM,
"Sprouts Farmers Market, Inc.",SFM,Consumer Defensive,NMS,United States
Simmons First National Corporation,SFNC,Financial Services,NMS,United States
"Southern First Bancshares, Inc.",SFST,Financial Services,NGM,United States
Shengfeng Development Limited,SFWL,Industrials,NCM,China
"Saga Communications, Inc.",SGA,Communication Services,NGM,United States
Safe & Green Holdings Corp.,SGBX,Industrials,NCM,United States
"Superior Group of Companies, Inc.",SGC,Consumer Cyclical,NGM,United States
Safe and Green Development Corporation,SGD,Real Estate,NCM,United States
"SMART Global Holdings, Inc.",SGH,Technology,NMS,United States
"Sight Sciences, Inc.",SGHT,Healthcare,NMS,United States
Singularity Future Technology Ltd.,SGLY,Industrials,NCM,United States
"SigmaTron International, Inc.",SGMA,Technology,NCM,United States
Sigma Lithium Corporation,SGML,Basic Materials,NCM,Brazil
"Sangamo Therapeutics, Inc.",SGMO,Healthcare,NMS,United States
Sagimet Biosciences Inc.,SGMT,Healthcare,NGM,United States
"SPAR Group, Inc.",SGRP,Industrials,NCM,United States
"Surgery Partners, Inc.",SGRY,Healthcare,NMS,United States
"Shore Bancshares, Inc.",SHBI,Financial Services,NMS,United States
Sotera Health Company,SHC,Healthcare,NMS,United States
"Sharecare, Inc.",SHCR,Healthcare,NMS,United States
"Sharecare, Inc.",SHCRW,Healthcare,NMS,United States
Shenandoah Telecommunications Company,SHEN,Communication Services,NMS,United States
"SHF Holdings, Inc.",SHFS,Financial Services,NCM,United States
"SHF Holdings, Inc.",SHFSW,Financial Services,NCM,United States
Shimmick Corporation,SHIM,Industrials,NGM,United States
Seanergy Maritime Holdings Corp.,SHIP,Industrials,NCM,Greece
"Shoals Technologies Group, Inc.",SHLS,Technology,NGM,United States
SHL Telemedicine Ltd.,SHLT,Healthcare,NCM,Israel
SCHMID Group N.V.,SHMD,,NGM,
SCHMID Group N.V.,SHMDW,,NCM,
"Steven Madden, Ltd.",SHOO,Consumer Cyclical,NMS,United States
"Safety Shot, Inc.",SHOT,Consumer Defensive,NCM,United States
"Safety Shot, Inc.",SHOTW,Consumer Defensive,NCM,United States
"Shuttle Pharmaceuticals Holdings, Inc.",SHPH,Healthcare,NCM,United States
First Trust Bloomberg Shareholder Yield ETF,SHRY,,NGM,
iShares Short Treasury Bond ETF,SHV,,NGM,
iShares 1-3 Year Treasury Bond ETF,SHY,,NGM,
"The Shyft Group, Inc.",SHYF,Industrials,NMS,United States
"SI-BONE, Inc.",SIBN,Healthcare,NGM,United States
"Sidus Space, Inc.",SIDU,Industrials,NCM,United States
Siebert Financial Corp.,SIEB,Financial Services,NCM,United States
Sify Technologies Limited,SIFY,Communication Services,NCM,India
"SIGA Technologies, Inc.",SIGA,Healthcare,NGM,United States
"Selective Insurance Group, Inc.",SIGI,Financial Services,NMS,United States
"Selective Insurance Group, Inc.",SIGIP,Financial Services,NMS,United States
Silicom Ltd.,SILC,Technology,NMS,Israel
"Silk Road Medical, Inc",SILK,Healthcare,NMS,United States
"Silo Pharma, Inc.",SILO,Healthcare,NCM,United States
SIM Acquisition Corp. I,SIMA,,NGM,
SIM Acquisition Corp. I,SIMAU,,NGM,
SIM Acquisition Corp. I,SIMAW,,NGM,
Silicon Motion Technology Corporation,SIMO,Technology,NMS,Hong Kong
"Sintx Technologies, Inc.",SINT,Healthcare,NCM,United States
Sirius XM Holdings Inc.,SIRI,Communication Services,NMS,United States
"Shineco, Inc.",SISI,Consumer Defensive,NCM,China
SiTime Corporation,SITM,Technology,NGM,United States
Defiance Connective Technologies ETF,SIXG,,NGM,
Scienjoy Holding Corporation,SJ,Communication Services,NCM,China
SK Growth Opportunities Corporation,SKGR,Financial Services,NGM,United States
SK Growth Opportunities Corporation,SKGRU,Financial Services,NGM,United States
SK Growth Opportunities Corporation,SKGRW,Financial Services,NGM,United States
The Beauty Health Company,SKIN,Consumer Defensive,NCM,United States
FlexShares Credit-Scored US Corporate Bond Index Fund,SKOR,,NGM,
Tuttle Capital Daily 2X Inverse Regional Banks ETF,SKRE,,NGM,
"Skyward Specialty Insurance Group, Inc.",SKWD,Financial Services,NMS,United States
"Skye Bioscience, Inc.",SKYE,Healthcare,NGM,United States
"SkyWater Technology, Inc.",SKYT,Technology,NCM,United States
ProShares Ultra Cloud Computing,SKYU,,NGM,
"SkyWest, Inc.",SKYW,Industrials,NMS,United States
SKYX Platforms Corp.,SKYX,Industrials,NCM,United States
First Trust Cloud Computing ETF,SKYY,,NGM,
Silicon Laboratories Inc.,SLAB,Technology,NMS,United States
Solid Biosciences Inc.,SLDB,Healthcare,NMS,United States
"Solid Power, Inc.",SLDP,Consumer Cyclical,NMS,United States
"Solid Power, Inc.",SLDPW,Consumer Cyclical,NMS,United States
"Super League Enterprise, Inc.",SLE,Communication Services,NCM,United States
Sol-Gel Technologies Ltd.,SLGL,Healthcare,NGM,Israel
SLM Corporation,SLM,Financial Services,NMS,United States
SLM Corporation,SLMBP,Financial Services,NMS,United States
Silence Therapeutics plc,SLN,Healthcare,NGM,United Kingdom
"Stabilis Solutions, Inc.",SLNG,Energy,NCM,United States
"Soluna Holdings, Inc.",SLNH,Financial Services,NCM,United States
"Soluna Holdings, Inc.",SLNHP,Financial Services,NCM,United States
"Soleno Therapeutics, Inc.",SLNO,Healthcare,NCM,United States
"Simulations Plus, Inc.",SLP,Healthcare,NMS,United States
iShares 0-5 Year Investment Grade Corporate Bond ETF,SLQD,,NGM,
SLR Investment Corp.,SLRC,Financial Services,NMS,United States
"Acelyrin, Inc.",SLRN,Healthcare,NMS,United States
"Salarius Pharmaceuticals, Inc.",SLRX,Healthcare,NCM,United States
"SELLAS Life Sciences Group, Inc.",SLS,Healthcare,NCM,United States
Credit Suisse X-Links Silver Shares Covered Call ETN,SLVO,,NGM,
Silexion Therapeutics Corp,SLXN,Healthcare,NGM,Israel
Silexion Therapeutics Corp,SLXNW,Healthcare,NCM,Israel
"Southern Missouri Bancorp, Inc.",SMBC,Financial Services,NGM,United States
Themes US Small Cap Cash Flow Champions ETF,SMCF,,NGM,
"Super Micro Computer, Inc.",SMCI,Technology,NMS,United States
Hilton Small-Midcap Opportunity ETF,SMCO,,NGM,
AlphaMark Actively Managed Small Cap ETF,SMCP,,NGM,
Defiance Daily Target 2X Long SMCI ETF,SMCX,,NGM,
"Smart for Life, Inc.",SMFL,Consumer Defensive,NCM,United States
VanEck Semiconductor ETF,SMH,,NGM,
VanEck Fabless Semiconductor ETF,SMHX,,NGM,
Smith-Midland Corporation,SMID,Basic Materials,NCM,United States
"Semler Scientific, Inc.",SMLR,Healthcare,NCM,United States
Summit Therapeutics Inc.,SMMT,Healthcare,NGM,United States
The Simply Good Foods Company,SMPL,Consumer Defensive,NCM,United States
Bushido Capital US Equity ETF,SMRI,,NGM,
"Smith Micro Software, Inc.",SMSI,Technology,NCM,United States
Defiance Daily Target 1.5X Short MSTR ETF,SMST,,NGM,
Semtech Corporation,SMTC,Technology,NMS,United States
Sanara MedTech Inc.,SMTI,Healthcare,NCM,United States
"SmartKem, Inc.",SMTK,Technology,NCM,United Kingdom
SMX (Security Matters) Public Limited Company,SMX,Industrials,NCM,Ireland
"SolarMax Technology, Inc.",SMXT,Technology,NGM,United States
SMX (Security Matters) Public Limited Company,SMXWW,Industrials,NCM,Ireland
"Snail, Inc.",SNAL,Communication Services,NCM,United States
"Stryve Foods, Inc.",SNAX,Consumer Defensive,NCM,United States
"Stryve Foods, Inc.",SNAXW,Consumer Defensive,NCM,United States
Sleep Number Corporation,SNBR,Consumer Cyclical,NMS,United States
"Synchronoss Technologies, Inc.",SNCR,Technology,NCM,United States
"Synchronoss Technologies, Inc. 8.375% Senior Notes due 2026",SNCRL,,NGM,
"Sun Country Airlines Holdings, Inc.",SNCY,Industrials,NMS,United States
"Smart Sand, Inc.",SND,Energy,NMS,United States
SNDL Inc.,SNDL,Consumer Defensive,NCM,Canada
"Syndax Pharmaceuticals, Inc.",SNDX,Healthcare,NMS,United States
"SenesTech, Inc.",SNES,Basic Materials,NCM,United States
StoneX Group Inc.,SNEX,Financial Services,NMS,United States
Security National Financial Corporation,SNFCA,Financial Services,NGM,United States
"Soligenix, Inc.",SNGX,Healthcare,NCM,United States
"Sonoma Pharmaceuticals, Inc.",SNOA,Healthcare,NCM,United States
"Synopsys, Inc.",SNPS,Technology,NMS,United States
"Synaptogenix, Inc.",SNPX,Healthcare,NCM,United States
"Sensei Biotherapeutics, Inc.",SNSE,Healthcare,NGM,United States
Global X Internet of Things ETF,SNSR,,NGM,
Senstar Technologies Corporation,SNT,Industrials,NGM,Canada
Sentage Holdings Inc.,SNTG,Financial Services,NCM,China
"Senti Biosciences, Inc.",SNTI,Healthcare,NCM,United States
Sanofi,SNY,Healthcare,NMS,France
"SOBR Safe, Inc.",SOBR,Technology,NCM,United States
Global X Social Media ETF,SOCL,,NGM,
"SoFi Technologies, Inc.",SOFI,Financial Services,NMS,United States
Sound Group Inc.,SOGP,Communication Services,NCM,Singapore
Sotherly Hotels Inc.,SOHO,Real Estate,NGM,United States
Sotherly Hotels Inc.,SOHOB,Real Estate,NGM,United States
Sotherly Hotels Inc.,SOHON,Real Estate,NGM,United States
Sotherly Hotels Inc.,SOHOO,Real Estate,NGM,United States
Sohu.com Limited,SOHU,Communication Services,NMS,China
Sonder Holdings Inc.,SOND,Consumer Cyclical,NMS,United States
Sonder Holdings Inc.,SONDW,Consumer Cyclical,NMS,United States
"Sonim Technologies, Inc.",SONM,Technology,NCM,United States
"Sonnet BioTherapeutics Holdings, Inc.",SONN,Healthcare,NCM,United States
"Sonos, Inc.",SONO,Technology,NMS,United States
Society Pass Incorporated,SOPA,Technology,NCM,Singapore
SOPHiA GENETICS SA,SOPH,Healthcare,NMS,Switzerland
Sono-Tek Corporation,SOTK,Technology,NCM,United States
"SoundHound AI, Inc.",SOUN,Technology,NGM,United States
"SoundHound AI, Inc.",SOUNW,Technology,NGM,United States
Sow Good Inc.,SOWG,Consumer Defensive,NCM,United States
Tradr 2X Long SOXX Monthly ETF,SOXM,,NGM,
Invesco PHLX Semiconductor ETF,SOXQ,,NGM,
Tradr 2X Long SOXX Weekly ETF,SOXW,,NGM,
iShares Semiconductor ETF,SOXX,,NGM,
Safe Pro Group Inc.,SPAI,Industrials,NCM,United States
Themes Cybersecurity ETF,SPAM,,NGM,
Horizon Kinetics SPAC Active ETF,SPAQ,,NGM,
